id,title,organization,sector,location,skills,duration,stipend,type,mode
555,Digital Governance Intern,BrightPath Designs,E-Governance,Mysuru,Illustrator|JavaScript|Linux|Photoshop|Python|SQL,3 months,10000,PSU,Online
556,Legal Research Intern,LexGuard Associates,Law,Kochi,C++|Content Writing|Digital Marketing|Power BI|R|Research|SQL|Tally,1 month,6000,Private,Online
557,Finance Analyst Intern,AgriNova Collective,Finance,Jaipur,Excel|Figma|Java|Python|SQL|Tally,3 months,10500,PSU,Hybrid
558,Social Media Intern,MapCraft GIS,Media,Kochi,Content Writing|Figma|GST|Photoshop|Research|SEO,6 months,5500,Govt,Offline
559,Digital Governance Intern,TourEase Travels,E-Governance,Lucknow,AutoCAD|CSS|Canva|Java|Research|SolidWorks|Tally,3 months,3500,Private,Offline
560,Graphic Design Intern,FutureWave Tech,Design,Surat,C|CSS|Content Writing|Data Entry|Research|UI/UX,2 months,8000,Govt,Offline
561,Clinical Research Intern,Innovate Labs,Healthcare,Bengaluru,ArcGIS|C|Excel|SEO,2 months,9000,Private,Online
562,Finance Analyst Intern,GreenGrowth Initiatives,Finance,Remote,AutoCAD|Data Entry|GST|Photoshop|Python|SPSS|SQL,1 month,6000,Startup,Offline
563,Cyber Risk Intern,GreenGrowth Initiatives,Cybersecurity,Nagpur,Digital Marketing|GST|JavaScript|Linux|Networking|SolidWorks,1 month,14500,PSU,Hybrid
564,GIS Mapping Intern,Insight Finance Group,GIS,Gurugram,C|Excel|GST|Networking|Photoshop|Power BI|UI/UX,6 months,4000,Startup,Hybrid
565,Field Operations Intern,HealthSphere Analytics,Agriculture,Noida,ArcGIS|Data Entry|Excel|JavaScript|Power BI|Research|SEO|Typing,2 months,8000,Startup,Online
566,Travel Operations Intern,DataPulse Analytics,Tourism,Kolkata,ArcGIS|AutoCAD|Content Writing|Digital Marketing|Linux|Tableau,3 months,5000,Private,Offline
567,Healthcare Data Intern,EcoVision Energy,Healthcare,Nagpur,CSS|Excel|HTML|Networking|Python|QGIS|SEO|SPSS|UI/UX,3 months,12500,Private,Offline
568,IT Support Intern,TourEase Travels,IT,Indore,Figma|Python|SEO|SPSS|SQL|SolidWorks,6 months,7500,PSU,Hybrid
569,Legal Research Intern,PolicyWorks India,Law,Ranchi,C|Content Writing|GST|Research|SQL|Tableau|UI/UX,1 month,8500,PSU,Hybrid
570,GIS Mapping Intern,BrightPath Designs,GIS,Indore,ArcGIS|Figma|QGIS|SolidWorks|Tableau,6 months,7500,Startup,Offline
571,Legal Research Intern,LexGuard Associates,Law,Chandigarh,Content Writing|Research|SolidWorks|Tableau|Tally,6 months,5000,Private,Offline
572,Compliance Intern,Skyline Innovations,Law,Noida,Content Writing|Excel|Python|React|Research|Tableau,6 months,10000,NGO,Online
573,Data Analyst Intern,TourEase Travels,Data Analytics,Remote,ArcGIS|Content Writing|Data Entry|HTML|Python|SEO|UI/UX,6 months,5500,Govt,Hybrid
574,Clinical Research Intern,TourEase Travels,Healthcare,Remote,HTML|Networking|QGIS|React|Research,6 months,6500,Govt,Hybrid
575,Product Design Intern,Insight Finance Group,Design,Raipur,GST|Illustrator|Networking|Photoshop|SEO|Tally|Typing,6 months,10000,Startup,Hybrid
576,Sustainability Intern,FutureWave Tech,Renewable Energy,Ranchi,C|C++|React|Research|Tally,3 months,14500,Govt,Hybrid
577,IT Support Intern,Insight Finance Group,IT,Raipur,Digital Marketing|HTML|Networking|R|SolidWorks,3 months,6000,Startup,Online
578,Clinical Research Intern,Insight Finance Group,Healthcare,Bhopal,C++|Canva|Excel|HTML|Python|R|Research,3 months,10500,Startup,Hybrid
579,Graphic Design Intern,LexGuard Associates,Design,Patna,ArcGIS|CSS|Canva|Figma|Photoshop|Typing|UI/UX,1 month,3000,Govt,Offline
580,Legal Research Intern,NextGen Logistics,Law,Ahmedabad,GST|Networking|Python|Research|Typing,2 months,7500,PSU,Hybrid
581,Clinical Research Intern,Insight Finance Group,Healthcare,Kochi,C++|Canva|Java|Python|Typing,3 months,13000,Govt,Online
582,Social Media Intern,NextGen Logistics,Media,Patna,ArcGIS|AutoCAD|Canva|Content Writing|HTML|Networking|SEO|UI/UX,1 month,4000,NGO,Offline
583,Compliance Intern,GreenGrowth Initiatives,Law,Chandigarh,Canva|Content Writing|HTML|Research,3 months,5500,Private,Online
584,Healthcare Data Intern,TourEase Travels,Healthcare,Bengaluru,ArcGIS|C|GST|Power BI|Python|React|Tally,1 month,9500,Startup,Online
585,Investment Research Intern,EcoVision Energy,Finance,Mumbai,Digital Marketing|Java|Power BI|R|SPSS|SolidWorks|UI/UX,2 months,11000,NGO,Hybrid
586,Content Strategist Intern,Skyline Innovations,Media,Jaipur,C++|Canva|Content Writing|Digital Marketing|SEO,6 months,4500,NGO,Online
587,IT Support Intern,LexGuard Associates,IT,Ranchi,AutoCAD|Excel|HTML|Java|JavaScript|R|SPSS|SQL,6 months,5000,Startup,Hybrid
588,Field Operations Intern,DataPulse Analytics,Agriculture,Remote,ArcGIS|Data Entry|Power BI|React,1 month,7000,Govt,Offline
589,Travel Operations Intern,LexGuard Associates,Tourism,Jaipur,Content Writing|Digital Marketing|JavaScript|Linux|Networking|Photoshop,2 months,7000,Startup,Hybrid
590,Finance Analyst Intern,CivicLink Foundation,Finance,Mysuru,JavaScript|Power BI|Python|QGIS|Tally,2 months,10000,NGO,Hybrid
591,Legal Research Intern,Insight Finance Group,Law,Lucknow,Figma|Illustrator|JavaScript|Research|SolidWorks,1 month,8500,Govt,Offline
592,Investment Research Intern,Innovate Labs,Finance,Delhi,Canva|Digital Marketing|Python|SQL|Tally,6 months,3000,PSU,Online
593,Sustainability Intern,Spectrum Media House,Renewable Energy,Noida,AutoCAD|CSS|Excel|Linux|Python|QGIS|React|Research,3 months,7000,PSU,Offline
594,Content Strategist Intern (2),FutureWave Tech,Media,Remote,CSS|Canva|Content Writing|Digital Marketing|GST|Java|Photoshop|SQL,1 month,14000,Private,Hybrid
595,Healthcare Data Intern,EcoVision Energy,Healthcare,Lucknow,C++|Content Writing|Research|SPSS|SolidWorks,3 months,11000,Private,Offline
596,Business Intelligence Intern,Innovate Labs,Data Analytics,Raipur,Content Writing|GST|Power BI|Python|SEO|SPSS|Tally,2 months,6500,Startup,Online
597,Business Intelligence Intern,BrightPath Designs,Data Analytics,Surat,Illustrator|JavaScript|Python|R|Research|Typing,2 months,12500,NGO,Hybrid
598,Graphic Design Intern,EduBridge Alliance,Design,Kolkata,Canva|Content Writing|Data Entry|Excel|Figma|Photoshop|QGIS|R|UI/UX,6 months,8000,NGO,Offline
599,Investment Research Intern,Innovate Labs,Finance,Kochi,AutoCAD|C++|Excel|Figma|GST|Python|React,3 months,6000,PSU,Offline
600,Digital Governance Intern,AgriNova Collective,E-Governance,Hyderabad,C|Canva|Excel|Photoshop|Python|SQL|UI/UX,2 months,7500,NGO,Offline
601,Business Intelligence Intern,NextGen Logistics,Data Analytics,Bengaluru,CSS|Data Entry|Photoshop|Power BI|R|React|Research|SolidWorks,6 months,8500,NGO,Online
602,Business Intelligence Intern,CivicLink Foundation,Data Analytics,Indore,C++|JavaScript|Photoshop|Python|SQL|Tableau|UI/UX,2 months,12000,Govt,Hybrid
603,Operations Intern,DataPulse Analytics,Logistics,Remote,C++|Canva|SQL|Tally|Typing,2 months,7500,Startup,Hybrid
604,Legal Research Intern,EcoVision Energy,Law,Thiruvananthapuram,Canva|Content Writing|HTML|R|Research|Tally,2 months,10000,Startup,Hybrid
605,Policy Research Intern,GreenGrowth Initiatives,Public Policy,Remote,Content Writing|Digital Marketing|Excel|Research|SEO|Typing,6 months,7500,Startup,Online
606,Learning Design Intern,Skyline Innovations,Education,Guwahati,Content Writing|Excel|Python|QGIS|Typing,6 months,10500,NGO,Offline
607,Social Media Intern,NextGen Logistics,Media,Noida,Digital Marketing|Linux|SEO|SPSS,6 months,7500,Private,Hybrid
608,Cyber Risk Intern,Skyline Innovations,Cybersecurity,Remote,AutoCAD|JavaScript|Linux|Networking|Python|QGIS|Tableau,1 month,10500,Private,Online
609,Digital Governance Intern,LexGuard Associates,E-Governance,Noida,Canva|Excel|Research|SEO|SPSS|Tally|UI/UX,6 months,9500,Startup,Hybrid
610,Data Analyst Intern,EcoVision Energy,Data Analytics,Nagpur,ArcGIS|Data Entry|Illustrator|Java|Photoshop|Power BI|Python|Research|SQL,6 months,11500,PSU,Hybrid
611,Digital Governance Intern,MapCraft GIS,E-Governance,Chennai,AutoCAD|C|Canva|Data Entry|Excel|Figma|Networking|Python,1 month,10000,Private,Online
612,Operations Intern,DataPulse Analytics,Logistics,Patna,CSS|Digital Marketing|Python|SQL,6 months,15000,PSU,Offline
613,Graphic Design Intern,Spectrum Media House,Design,Indore,Canva|Excel|GST|Tableau,1 month,9500,Govt,Offline
614,Social Media Intern,PolicyWorks India,Media,Visakhapatnam,Digital Marketing|JavaScript|Research|SEO|SPSS,1 month,4000,NGO,Offline
615,Legal Research Intern,TourEase Travels,Law,Guwahati,AutoCAD|CSS|Content Writing|GST|Power BI|Research|UI/UX,1 month,13500,Private,Hybrid
616,Governance Analyst Intern,FutureWave Tech,Public Policy,Mysuru,Content Writing|Data Entry|Excel|Figma|Python|Research|Typing,1 month,14500,NGO,Hybrid
617,Legal Research Intern,Insight Finance Group,Law,Mysuru,ArcGIS|C|Content Writing|Figma|Networking|Research|SQL|Tally,6 months,12000,Startup,Hybrid
618,Software Intern,Innovate Labs,IT,Jaipur,C|Content Writing|JavaScript|Python,3 months,13000,NGO,Offline
619,Clinical Research Intern,HealthSphere Analytics,Healthcare,Visakhapatnam,C|Data Entry|Linux|Networking|Research,2 months,6500,Govt,Hybrid
620,Travel Operations Intern,AgriNova Collective,Tourism,Jaipur,AutoCAD|Digital Marketing|Excel|Illustrator|Java|UI/UX,3 months,4000,Private,Offline
621,Travel Operations Intern,NextGen Logistics,Tourism,Surat,AutoCAD|C|Data Entry|Excel|HTML|Illustrator|Tableau,3 months,9000,Private,Offline
622,Compliance Intern,FutureWave Tech,Law,Thiruvananthapuram,ArcGIS|AutoCAD|Networking|Research|SolidWorks,6 months,5500,Private,Hybrid
623,IT Support Intern,BrightPath Designs,IT,Remote,ArcGIS|CSS|HTML|JavaScript|Networking|SQL|UI/UX,1 month,5500,NGO,Offline
624,Digital Governance Intern,Skyline Innovations,E-Governance,Chandigarh,C++|CSS|Excel|Illustrator|Power BI|Python|SQL|Tableau|UI/UX,3 months,9500,Govt,Hybrid
625,Legal Research Intern,Spectrum Media House,Law,Ahmedabad,Content Writing|Digital Marketing|GST|Research|SolidWorks|Tableau,2 months,7000,NGO,Offline
626,Social Media Intern,FutureWave Tech,Media,Lucknow,Canva|HTML|Photoshop|React,3 months,14500,Startup,Hybrid
627,Healthcare Data Intern,FutureWave Tech,Healthcare,Patna,Excel|Java|Python|R,1 month,12000,NGO,Hybrid
628,Investment Research Intern,MapCraft GIS,Finance,Surat,Canva|Excel|GST|Power BI|SEO|SQL|SolidWorks,6 months,5000,Startup,Offline
629,Supply Chain Intern,NextGen Logistics,Logistics,Kolkata,Content Writing|Excel|Power BI|SPSS|SQL,2 months,13500,PSU,Offline
630,Learning Design Intern (2),SecureNet Systems,Education,Delhi,Content Writing|Data Entry|Excel|Figma|Illustrator|Research|SolidWorks|UI/UX,1 month,4000,Govt,Online
631,IT Support Intern,EduBridge Alliance,IT,Raipur,Data Entry|Java|Linux|Python,1 month,10000,NGO,Hybrid
632,Cyber Risk Intern,EcoVision Energy,Cybersecurity,Delhi,CSS|Excel|Figma|Linux|Networking|Python|React,3 months,7500,PSU,Hybrid
633,Spatial Data Intern,UrbanRise Solutions,GIS,Patna,ArcGIS|Content Writing|Figma|QGIS|UI/UX,6 months,14000,Startup,Online
634,Civic Tech Intern,FutureWave Tech,E-Governance,Patna,Canva|Excel|Figma|HTML|Python|QGIS|SQL|UI/UX,6 months,7000,Startup,Hybrid
635,Digital Governance Intern,CivicLink Foundation,E-Governance,Noida,Data Entry|Excel|Java|Python|SEO|SQL|SolidWorks,6 months,5000,Govt,Online
636,Graphic Design Intern,EcoVision Energy,Design,Ranchi,Canva|Excel|Figma|Power BI|React,6 months,8500,NGO,Offline
637,Business Intelligence Intern,EcoVision Energy,Data Analytics,Remote,Power BI|Python|R|SQL|Tally,3 months,12500,PSU,Offline
638,Spatial Data Intern,FutureWave Tech,GIS,Guwahati,ArcGIS|Canva|Excel|GST|Java|Tableau,2 months,15000,PSU,Online
639,Finance Analyst Intern,AgriNova Collective,Finance,Remote,HTML|JavaScript|Linux|Networking|Photoshop|Power BI|Tally,1 month,15000,Startup,Offline
640,Travel Operations Intern,UrbanRise Solutions,Tourism,Pune,Content Writing|Digital Marketing|Excel|Illustrator|Linux|Photoshop|Research,2 months,9000,PSU,Online
641,Agri Research Intern,HealthSphere Analytics,Agriculture,Nagpur,CSS|Digital Marketing|Excel|Linux|R|Tableau,1 month,14500,Private,Online
642,Graphic Design Intern,LexGuard Associates,Design,Ranchi,Illustrator|Java|R|React|UI/UX,3 months,15000,NGO,Offline
643,Learning Design Intern,Spectrum Media House,Education,Surat,C++|Excel|React|SQL,2 months,3500,NGO,Hybrid
644,Business Intelligence Intern,DataPulse Analytics,Data Analytics,Hyderabad,Content Writing|Excel|Illustrator|Python|SEO|SPSS|Tableau,6 months,7000,NGO,Online
645,Legal Research Intern (2),Insight Finance Group,Law,Noida,AutoCAD|Content Writing|Figma|SQL|SolidWorks|Tally,1 month,6500,Govt,Offline
646,Investment Research Intern,MapCraft GIS,Finance,Ranchi,Canva|Digital Marketing|Excel|Power BI|R|SQL|Tally,2 months,4000,PSU,Online
647,Spatial Data Intern,MapCraft GIS,GIS,Nagpur,Excel|Photoshop|Power BI|Python|QGIS|Tableau,6 months,14500,NGO,Online
648,Product Design Intern,HealthSphere Analytics,Design,Mysuru,Canva|Illustrator|Java|JavaScript|Python|Tableau|UI/UX,6 months,11000,PSU,Offline
649,Data Analyst Intern,FutureWave Tech,Data Analytics,Pune,C|CSS|Power BI|R|SQL,2 months,4500,NGO,Offline
650,Compliance Intern,HealthSphere Analytics,Law,Mumbai,Content Writing|Digital Marketing|Figma|JavaScript|Photoshop|Research|SEO,3 months,7500,NGO,Hybrid
651,Travel Operations Intern,PolicyWorks India,Tourism,Kolkata,AutoCAD|Content Writing|Excel|Networking|QGIS,2 months,3000,Startup,Offline
652,Solar Projects Intern,Spectrum Media House,Renewable Energy,Indore,AutoCAD|Digital Marketing|JavaScript|Research|SEO|SPSS,3 months,4000,NGO,Offline
653,GIS Mapping Intern,DataPulse Analytics,GIS,Raipur,ArcGIS|Excel|Illustrator|JavaScript|QGIS|R|SQL,1 month,12500,NGO,Online
654,Travel Operations Intern,FutureWave Tech,Tourism,Mysuru,Excel|GST|Illustrator|Networking|SEO|Tally,2 months,13500,PSU,Offline
655,Academic Research Intern (2),NextGen Logistics,Education,Gurugram,Content Writing|Excel|Power BI|React|Research|SEO,3 months,13500,NGO,Online
656,Legal Research Intern,LexGuard Associates,Law,Raipur,ArcGIS|AutoCAD|Content Writing|Digital Marketing|HTML|Research,2 months,3000,NGO,Online
657,Healthcare Data Intern,HealthSphere Analytics,Healthcare,Bengaluru,C|Excel|Java|SPSS,6 months,14500,Startup,Offline
658,Legal Research Intern,Skyline Innovations,Law,Nagpur,Content Writing|Linux|Research|SPSS|UI/UX,1 month,7500,NGO,Offline
659,Spatial Data Intern,FutureWave Tech,GIS,Kolkata,Excel|Figma|GST|Tally,3 months,3000,Govt,Offline
660,Cyber Risk Intern,NextGen Logistics,Cybersecurity,Jaipur,GST|Linux|Python|React|UI/UX,6 months,9000,Govt,Hybrid
661,Security Analyst Intern,DataPulse Analytics,Cybersecurity,Guwahati,CSS|Canva|Linux|Networking|Python|UI/UX,6 months,7000,PSU,Online
662,Software Intern,CivicLink Foundation,IT,Pune,Excel|Java|Python|SQL|Typing,3 months,9500,Private,Hybrid
663,Academic Research Intern,DataPulse Analytics,Education,Chandigarh,ArcGIS|Content Writing|Excel|JavaScript|Research|SPSS,2 months,5000,Startup,Online
664,Business Intelligence Intern,EduBridge Alliance,Data Analytics,Mysuru,Digital Marketing|Java|Python|R|Research|Tableau,2 months,14000,NGO,Offline
665,Clinical Research Intern,Spectrum Media House,Healthcare,Lucknow,Content Writing|Java|Networking|React|Research|SEO|Typing,6 months,10000,Private,Online
666,Product Design Intern (2),Skyline Innovations,Design,Thiruvananthapuram,CSS|Canva|Excel|Photoshop|Python,3 months,13500,PSU,Hybrid
667,Legal Research Intern,Skyline Innovations,Law,Bhopal,Canva|Content Writing|Networking|Photoshop|React|Research,3 months,10000,Govt,Online
668,Learning Design Intern,EduBridge Alliance,Education,Nagpur,AutoCAD|Content Writing|Excel|Illustrator|Photoshop|Python|SolidWorks|Tally,2 months,14000,Startup,Online
669,Healthcare Data Intern,Insight Finance Group,Healthcare,Nagpur,Digital Marketing|Excel|QGIS|R|Research,3 months,11000,NGO,Offline
670,Finance Analyst Intern (2),GreenGrowth Initiatives,Finance,Remote,Data Entry|Digital Marketing|Excel|SQL|Tableau,6 months,6500,Private,Online
671,Operations Intern,BrightPath Designs,Logistics,Chandigarh,Content Writing|React|SQL|Typing,3 months,3000,Startup,Offline
672,GIS Mapping Intern,EduBridge Alliance,GIS,Thiruvananthapuram,ArcGIS|Excel|HTML|Linux|QGIS|Tableau,2 months,15000,Startup,Offline
673,Social Media Intern,FutureWave Tech,Media,Bengaluru,Digital Marketing|JavaScript|SEO|SolidWorks,2 months,6500,PSU,Offline
674,Field Operations Intern,Insight Finance Group,Agriculture,Nagpur,Data Entry|Excel|R|SEO|SQL,6 months,10000,PSU,Hybrid
675,Graphic Design Intern (2),Spectrum Media House,Design,Mumbai,C++|Canva|Excel|Photoshop|R,1 month,4500,NGO,Hybrid
676,Investment Research Intern,Innovate Labs,Finance,Jaipur,ArcGIS|AutoCAD|Data Entry|Excel|Figma|Photoshop|Python|React|SQL,3 months,12500,NGO,Online
677,Graphic Design Intern,AgriNova Collective,Design,Noida,CSS|Canva|Illustrator|JavaScript|Python|Typing,1 month,11000,Startup,Offline
678,Tour Planning Intern,GreenGrowth Initiatives,Tourism,Mysuru,CSS|Content Writing|Digital Marketing|Tableau|Tally,2 months,10500,Govt,Online
679,Sustainability Intern,MapCraft GIS,Renewable Energy,Patna,AutoCAD|Content Writing|GST|React|SEO|UI/UX,1 month,4500,Private,Hybrid
680,GIS Mapping Intern,AgriNova Collective,GIS,Ranchi,CSS|Canva|Content Writing|Excel|GST|Illustrator|Java|QGIS,1 month,15000,Private,Online
681,Clinical Research Intern,EduBridge Alliance,Healthcare,Jaipur,Excel|HTML|Java|Python|SolidWorks,1 month,6500,Govt,Offline
682,Graphic Design Intern,Skyline Innovations,Design,Gurugram,Canva|Figma|Illustrator|Linux|SolidWorks|UI/UX,3 months,10500,NGO,Offline
683,Policy Research Intern,Insight Finance Group,Public Policy,Raipur,Content Writing|Digital Marketing|Excel|React|Research,2 months,11000,Govt,Offline
684,Learning Design Intern,NextGen Logistics,Education,Remote,ArcGIS|Content Writing|JavaScript|R|Research|SEO,1 month,13000,Private,Online
685,Graphic Design Intern,HealthSphere Analytics,Design,Kolkata,CSS|Figma|Linux|Power BI|SQL|Tableau,1 month,7000,Startup,Online
686,Operations Intern,UrbanRise Solutions,Logistics,Remote,Excel|Illustrator|Power BI|R|SQL,3 months,15000,PSU,Online
687,Cyber Risk Intern,PolicyWorks India,Cybersecurity,Bengaluru,CSS|Linux|Networking|UI/UX,6 months,15000,NGO,Online
688,Digital Governance Intern,Skyline Innovations,E-Governance,Chennai,Canva|Content Writing|Excel|JavaScript|R|React|SQL,6 months,14000,Govt,Hybrid
689,Agri Research Intern,Skyline Innovations,Agriculture,Ahmedabad,ArcGIS|C++|Data Entry|UI/UX,2 months,13500,Govt,Online
690,Investment Research Intern,FutureWave Tech,Finance,Ahmedabad,Excel|GST|Photoshop|Research|SQL|Typing,1 month,4000,Private,Hybrid
691,Digital Governance Intern,HealthSphere Analytics,E-Governance,Mysuru,JavaScript|QGIS|React|Research|SPSS|SQL|UI/UX,3 months,10500,NGO,Online
692,Finance Analyst Intern,Innovate Labs,Finance,Mumbai,Digital Marketing|Python|SPSS|SolidWorks|Typing,1 month,13000,PSU,Hybrid
693,Spatial Data Intern,Skyline Innovations,GIS,Hyderabad,ArcGIS|Excel|Figma|Python|QGIS|R,2 months,5500,Startup,Online
694,Social Media Intern,FutureWave Tech,Media,Mumbai,C++|Canva|Figma|Research|SEO,1 month,8000,Govt,Offline
695,Compliance Intern,EduBridge Alliance,Law,Delhi,C++|Content Writing|GST|Networking|Photoshop|React|SPSS,2 months,9000,Private,Hybrid
696,Academic Research Intern,CivicLink Foundation,Education,Chandigarh,Content Writing|Excel|HTML|Java|JavaScript|Networking|Research|SEO,6 months,11500,Private,Offline
697,Field Operations Intern,AgriNova Collective,Agriculture,Nagpur,Illustrator|React|Research|SPSS|UI/UX,1 month,9500,PSU,Offline
698,Clinical Research Intern,UrbanRise Solutions,Healthcare,Indore,AutoCAD|C++|Content Writing|Digital Marketing|Excel|GST|Photoshop|Research|SPSS,1 month,5500,Govt,Offline
699,Software Intern (2),DataPulse Analytics,IT,Bhopal,C|CSS|Content Writing|Figma|Java|JavaScript|Power BI|Tableau,2 months,11000,NGO,Online
700,Legal Research Intern,DataPulse Analytics,Law,Mumbai,Content Writing|Digital Marketing|Excel|QGIS|Research|SEO|SPSS|Tableau,3 months,10500,Govt,Hybrid
701,Clinical Research Intern,MapCraft GIS,Healthcare,Visakhapatnam,C++|Networking|React|SPSS|SolidWorks,2 months,7000,NGO,Online
702,Product Design Intern,Innovate Labs,Design,Surat,CSS|Digital Marketing|Figma|SPSS,1 month,10500,NGO,Hybrid
703,Content Strategist Intern,PolicyWorks India,Media,Noida,C|CSS|Canva|Digital Marketing|Java|Python|SEO,1 month,8500,PSU,Hybrid
704,Digital Governance Intern,GreenGrowth Initiatives,E-Governance,Kolkata,Excel|Figma|Research|SolidWorks,6 months,9000,Govt,Online
705,Clinical Research Intern,Spectrum Media House,Healthcare,Nagpur,Excel|JavaScript|Python|Research|SPSS|Tableau,3 months,4500,NGO,Hybrid
706,Spatial Data Intern,PolicyWorks India,GIS,Thiruvananthapuram,Excel|GST|HTML|Power BI|SQL,6 months,14000,PSU,Offline
707,Tour Planning Intern,NextGen Logistics,Tourism,Mumbai,Content Writing|Digital Marketing|Excel|JavaScript|Research,1 month,11500,Govt,Online
708,Compliance Intern,TourEase Travels,Law,Indore,Canva|Content Writing|Excel|Networking|Photoshop|Python|Research,2 months,6000,PSU,Offline
709,Content Strategist Intern,PolicyWorks India,Media,Delhi,Digital Marketing|Figma|GST|Java|JavaScript|Power BI|SEO,6 months,3500,NGO,Online
710,Digital Governance Intern,PolicyWorks India,E-Governance,Remote,Excel|R|Research|SQL,2 months,4000,NGO,Offline
711,Agri Research Intern,LexGuard Associates,Agriculture,Kochi,AutoCAD|Data Entry|HTML|Networking|Power BI,2 months,7000,NGO,Online
712,GIS Mapping Intern,Insight Finance Group,GIS,Indore,ArcGIS|Canva|Data Entry|Illustrator|SEO|SPSS|Tally,1 month,4500,NGO,Online
713,Investment Research Intern,FutureWave Tech,Finance,Hyderabad,C|GST|Illustrator|Python|UI/UX,3 months,11000,Private,Offline
714,Investment Research Intern,LexGuard Associates,Finance,Ahmedabad,AutoCAD|Canva|Data Entry|Digital Marketing|Power BI|SPSS|Tally|UI/UX,3 months,10000,PSU,Hybrid
715,Digital Governance Intern,MapCraft GIS,E-Governance,Surat,AutoCAD|Digital Marketing|HTML|SQL|UI/UX,3 months,10000,PSU,Hybrid
716,Digital Governance Intern,AgriNova Collective,E-Governance,Jaipur,Data Entry|Excel|Figma|Illustrator|JavaScript|SQL|Typing,3 months,8500,Private,Offline
717,Social Media Intern,Insight Finance Group,Media,Hyderabad,AutoCAD|C|Data Entry|Digital Marketing|Java|Power BI|QGIS,1 month,5500,Govt,Hybrid
718,Policy Research Intern,Innovate Labs,Public Policy,Chennai,Content Writing|Digital Marketing|Excel|Linux|Python|R|Research|UI/UX,1 month,12000,Govt,Online
719,Field Operations Intern,LexGuard Associates,Agriculture,Indore,JavaScript|Photoshop|Research|SEO|SPSS|Tally,6 months,4000,Private,Hybrid
720,Security Analyst Intern,Spectrum Media House,Cybersecurity,Surat,Excel|GST|Linux|Networking|Python|QGIS|Tableau,1 month,6500,Govt,Hybrid
721,Digital Governance Intern,NextGen Logistics,E-Governance,Raipur,CSS|Excel|Figma|HTML|Java|Research|SEO|SQL|Tableau,2 months,13500,NGO,Offline
722,Content Strategist Intern,MapCraft GIS,Media,Delhi,AutoCAD|C++|Canva|Content Writing|Data Entry|SEO|SPSS|SolidWorks|Typing,2 months,10000,Private,Hybrid
723,Governance Analyst Intern,SecureNet Systems,Public Policy,Chandigarh,Canva|Content Writing|Excel|Illustrator|Java|Research,1 month,15000,PSU,Offline
724,Operations Intern,AgriNova Collective,Logistics,Ranchi,Excel|Photoshop|Tableau|Tally,1 month,15000,Private,Offline
725,Digital Governance Intern,LexGuard Associates,E-Governance,Lucknow,C|HTML|Python|Research|SolidWorks,1 month,7500,Govt,Offline
726,Compliance Intern,Innovate Labs,Law,Bengaluru,C|Content Writing|JavaScript|Linux|Photoshop|Power BI|Research|UI/UX,1 month,12500,Govt,Online
727,Investment Research Intern,PolicyWorks India,Finance,Gurugram,Excel|JavaScript|Linux|Power BI|QGIS|Research|Tally,6 months,5500,Govt,Online
728,IT Support Intern,DataPulse Analytics,IT,Ranchi,Digital Marketing|HTML|Java|React|SEO,1 month,11000,Govt,Hybrid
729,Learning Design Intern,SecureNet Systems,Education,Thiruvananthapuram,ArcGIS|C|C++|Content Writing|Excel|Java|SEO,1 month,4500,PSU,Offline
730,Business Intelligence Intern,Insight Finance Group,Data Analytics,Indore,Illustrator|Power BI|Python|SPSS|SQL|Tableau|Typing,3 months,5500,PSU,Online
731,Learning Design Intern,UrbanRise Solutions,Education,Patna,C|Content Writing|Data Entry|Java|React,2 months,12000,Private,Online
732,Investment Research Intern,TourEase Travels,Finance,Guwahati,C++|Canva|Excel|GST|Python|UI/UX,2 months,14500,Private,Offline
733,Supply Chain Intern,EcoVision Energy,Logistics,Kolkata,C|CSS|Digital Marketing|Excel|Networking|SPSS|SolidWorks,1 month,12000,Private,Online
734,Software Intern,Insight Finance Group,IT,Pune,ArcGIS|C|Digital Marketing|GST|Java|JavaScript|Typing,2 months,12000,PSU,Offline
735,Business Intelligence Intern,BrightPath Designs,Data Analytics,Noida,ArcGIS|AutoCAD|Excel|HTML|JavaScript|R|React|SolidWorks,3 months,7500,PSU,Hybrid
736,Business Intelligence Intern,SecureNet Systems,Data Analytics,Ranchi,Content Writing|Excel|Power BI|SolidWorks|UI/UX,6 months,7000,PSU,Online
737,Travel Operations Intern,Spectrum Media House,Tourism,Chennai,ArcGIS|C++|Content Writing|Digital Marketing|Excel|JavaScript|Networking,1 month,6500,NGO,Hybrid
738,Security Analyst Intern,EduBridge Alliance,Cybersecurity,Bhopal,GST|Python|SEO,2 months,5500,Private,Hybrid
739,Security Analyst Intern,MapCraft GIS,Cybersecurity,Patna,Canva|Data Entry|JavaScript|Linux|Networking|Python|R|SolidWorks|Tally,1 month,6000,PSU,Hybrid
740,Policy Research Intern,GreenGrowth Initiatives,Public Policy,Bengaluru,CSS|Content Writing|Excel|Illustrator|Power BI|Research|Typing,3 months,3000,Govt,Hybrid
741,Travel Operations Intern,HealthSphere Analytics,Tourism,Bhopal,Digital Marketing|Power BI|Research|SPSS|Tableau|Tally,3 months,12000,Startup,Offline
742,Tour Planning Intern,FutureWave Tech,Tourism,Lucknow,Content Writing|Digital Marketing|Excel|Photoshop|Research,2 months,5500,PSU,Offline
